Date,Hours,NO
01/10/18,18-19,15904
01/10/18,19-20,15800
01/10/18,20-21,15474
01/10/18,21-22,14926
01/10/18,22-23,14303
01/10/18,23-00,13773
02/10/18,00-01,13585
02/10/18,01-02,13432
02/10/18,02-03,13493
02/10/18,03-04,13534
02/10/18,04-05,13896
02/10/18,05-06,15085
02/10/18,06-07,16332
02/10/18,07-08,16804
02/10/18,08-09,16499
02/10/18,09-10,16398
02/10/18,10-11,16412
02/10/18,11-12,16130
02/10/18,12-13,16163
02/10/18,13-14,16192
02/10/18,14-15,16133
02/10/18,15-16,16204
02/10/18,16-17,16540
02/10/18,17-18,16399
02/10/18,18-19,16241
02/10/18,19-20,16285
02/10/18,20-21,15878
02/10/18,21-22,15210
02/10/18,22-23,14529
02/10/18,23-00,14011
03/10/18,00-01,13775
03/10/18,01-02,13653
03/10/18,02-03,13625
03/10/18,03-04,13834
03/10/18,04-05,14366
03/10/18,05-06,15707
03/10/18,06-07,17011
03/10/18,07-08,17217
03/10/18,08-09,17004
03/10/18,09-10,16819
03/10/18,10-11,16451
03/10/18,11-12,16178
03/10/18,12-13,15914
03/10/18,13-14,15637
03/10/18,14-15,15461
03/10/18,15-16,15486
03/10/18,16-17,15739
03/10/18,17-18,15806
03/10/18,18-19,16351
03/10/18,19-20,16078
03/10/18,20-21,15741
03/10/18,21-22,15189
03/10/18,22-23,14591
03/10/18,23-00,14140
04/10/18,00-01,13870
04/10/18,01-02,13755
04/10/18,02-03,13808
04/10/18,03-04,14132
04/10/18,04-05,14550
04/10/18,05-06,15826
04/10/18,06-07,16981
04/10/18,07-08,17359
04/10/18,08-09,17400
04/10/18,09-10,17114
04/10/18,10-11,16856
04/10/18,11-12,16805
04/10/18,12-13,16558
04/10/18,13-14,16426
04/10/18,14-15,16257
04/10/18,15-16,16332
04/10/18,16-17,16230
04/10/18,17-18,16082
04/10/18,18-19,16276
04/10/18,19-20,15976
04/10/18,20-21,15632
04/10/18,21-22,14950
04/10/18,22-23,14117
04/10/18,23-00,13469
05/10/18,00-01,13154
05/10/18,01-02,13175
05/10/18,02-03,12918
05/10/18,03-04,13044
05/10/18,04-05,13440
05/10/18,05-06,14766
05/10/18,06-07,16005
05/10/18,07-08,16267
05/10/18,08-09,16306
05/10/18,09-10,16030
05/10/18,10-11,15871
05/10/18,11-12,15867
05/10/18,12-13,15613
05/10/18,13-14,15095
05/10/18,14-15,14982
05/10/18,15-16,15218
05/10/18,16-17,15186
05/10/18,17-18,15305
05/10/18,18-19,15545
05/10/18,19-20,15158
05/10/18,20-21,15002
05/10/18,21-22,14548
05/10/18,22-23,14040
05/10/18,23-00,13573
06/10/18,00-01,13216
06/10/18,01-02,13158
06/10/18,02-03,13089
06/10/18,03-04,13248
06/10/18,04-05,13368
06/10/18,05-06,13710
06/10/18,06-07,14169
06/10/18,07-08,14630
06/10/18,08-09,15227
06/10/18,09-10,15603
06/10/18,10-11,15475
06/10/18,11-12,15170
06/10/18,12-13,15005
06/10/18,13-14,14883
06/10/18,14-15,14986
06/10/18,15-16,15083
06/10/18,16-17,15297
06/10/18,17-18,15355
06/10/18,18-19,15550
06/10/18,19-20,15190
06/10/18,20-21,14793
06/10/18,21-22,14360
06/10/18,22-23,14052
06/10/18,23-00,13792
07/10/18,00-01,13573
07/10/18,01-02,13407
07/10/18,02-03,13406
07/10/18,03-04,13527
07/10/18,04-05,13724
07/10/18,05-06,13978
07/10/18,06-07,14371
07/10/18,07-08,14894
07/10/18,08-09,15204
07/10/18,09-10,15295
07/10/18,10-11,15145
07/10/18,11-12,14877
07/10/18,12-13,14604
07/10/18,13-14,14576
07/10/18,14-15,14685
07/10/18,15-16,14682
07/10/18,16-17,14813
07/10/18,17-18,15277
07/10/18,18-19,15652
07/10/18,19-20,15534
07/10/18,20-21,15171
07/10/18,21-22,14810
07/10/18,22-23,14187
07/10/18,23-00,13796
08/10/18,00-01,13522
08/10/18,01-02,13375
08/10/18,02-03,13270
08/10/18,03-04,13238
08/10/18,04-05,13337
08/10/18,05-06,14637
08/10/18,06-07,15828
08/10/18,07-08,16095
08/10/18,08-09,16112
08/10/18,09-10,16119
08/10/18,10-11,15817
08/10/18,11-12,15706
08/10/18,12-13,15592
08/10/18,13-14,15436
08/10/18,14-15,15408
08/10/18,15-16,15359
08/10/18,16-17,15426
08/10/18,17-18,15596
08/10/18,18-19,15744
08/10/18,19-20,15460
08/10/18,20-21,14948
08/10/18,21-22,14471
08/10/18,22-23,13492
08/10/18,23-00,13089
09/10/18,00-01,12858
09/10/18,01-02,12644
09/10/18,02-03,12651
09/10/18,03-04,12627
09/10/18,04-05,13081
09/10/18,05-06,14376
09/10/18,06-07,15413
09/10/18,07-08,15735
09/10/18,08-09,15646
09/10/18,09-10,15510
09/10/18,10-11,15483
09/10/18,11-12,15016
09/10/18,12-13,15240
09/10/18,13-14,15314
09/10/18,14-15,15274
09/10/18,15-16,15085
09/10/18,16-17,15164
09/10/18,17-18,15427
09/10/18,18-19,15323
09/10/18,19-20,14853
09/10/18,20-21,14673
09/10/18,21-22,14054
09/10/18,22-23,13317
09/10/18,23-00,12816
10/10/18,00-01,12617
10/10/18,01-02,12378
10/10/18,02-03,12366
10/10/18,03-04,12507
10/10/18,04-05,12810
10/10/18,05-06,14019
10/10/18,06-07,15219
10/10/18,07-08,15167
10/10/18,08-09,15115
10/10/18,09-10,15003
10/10/18,10-11,14840
10/10/18,11-12,14807
10/10/18,12-13,14881
10/10/18,13-14,14835
10/10/18,14-15,14788
10/10/18,15-16,14569
10/10/18,16-17,14512
10/10/18,17-18,14671
10/10/18,18-19,14902
10/10/18,19-20,14740
10/10/18,20-21,14549
10/10/18,21-22,13884
10/10/18,22-23,13377
10/10/18,23-00,12662
11/10/18,00-01,12407
11/10/18,01-02,12135
11/10/18,02-03,12141
11/10/18,03-04,12376
11/10/18,04-05,12770
11/10/18,05-06,13850
11/10/18,06-07,15120
11/10/18,07-08,15387
11/10/18,08-09,15395
11/10/18,09-10,15273
11/10/18,10-11,14945
11/10/18,11-12,14679
11/10/18,12-13,14691
11/10/18,13-14,14666
11/10/18,14-15,14522
11/10/18,15-16,14507
11/10/18,16-17,14722
11/10/18,17-18,14886
11/10/18,18-19,15052
11/10/18,19-20,14843
11/10/18,20-21,14410
11/10/18,21-22,13908
11/10/18,22-23,13247
11/10/18,23-00,12695
12/10/18,00-01,12387
12/10/18,01-02,12300
12/10/18,02-03,12294
12/10/18,03-04,12444
12/10/18,04-05,12838
12/10/18,05-06,13822
12/10/18,06-07,14999
12/10/18,07-08,15257
12/10/18,08-09,15241
12/10/18,09-10,15212
12/10/18,10-11,15004
12/10/18,11-12,14842
12/10/18,12-13,14900
12/10/18,13-14,14831
12/10/18,14-15,14553
12/10/18,15-16,14726
12/10/18,16-17,14824
12/10/18,17-18,14941
12/10/18,18-19,14921
12/10/18,19-20,14428
12/10/18,20-21,14167
12/10/18,21-22,13557
12/10/18,22-23,12974
12/10/18,23-00,12727
13/10/18,00-01,12316
13/10/18,01-02,12091
13/10/18,02-03,11939
13/10/18,03-04,11997
13/10/18,04-05,12143
13/10/18,05-06,12298
13/10/18,06-07,12650
13/10/18,07-08,13085
13/10/18,08-09,13598
13/10/18,09-10,13939
13/10/18,10-11,13966
13/10/18,11-12,13922
13/10/18,12-13,13836
13/10/18,13-14,13715
13/10/18,14-15,13585
13/10/18,15-16,13776
13/10/18,16-17,14005
13/10/18,17-18,14212
13/10/18,18-19,14195
13/10/18,19-20,13647
13/10/18,20-21,13236
13/10/18,21-22,12773
13/10/18,22-23,12236
13/10/18,23-00,12017
14/10/18,00-01,11698
14/10/18,01-02,11483
14/10/18,02-03,11366
14/10/18,03-04,11398
14/10/18,04-05,11503
14/10/18,05-06,11728
14/10/18,06-07,12233
14/10/18,07-08,12560
14/10/18,08-09,12822
14/10/18,09-10,13383
14/10/18,10-11,13405
14/10/18,11-12,13173
14/10/18,12-13,13096
14/10/18,13-14,13240
14/10/18,14-15,13355
14/10/18,15-16,13451
14/10/18,16-17,13659
14/10/18,17-18,13942
14/10/18,18-19,14037
14/10/18,19-20,13789
14/10/18,20-21,13671
14/10/18,21-22,13198
14/10/18,22-23,12543
14/10/18,23-00,11994
15/10/18,00-01,11744
15/10/18,01-02,11995
15/10/18,02-03,12047
15/10/18,03-04,12130
15/10/18,04-05,12637
15/10/18,05-06,13784
15/10/18,06-07,15009
15/10/18,07-08,15450
15/10/18,08-09,15335
15/10/18,09-10,15323
15/10/18,10-11,15228
15/10/18,11-12,15125
15/10/18,12-13,15033
15/10/18,13-14,15078
15/10/18,14-15,15146
15/10/18,15-16,15264
15/10/18,16-17,15458
15/10/18,17-18,15495
15/10/18,18-19,15677
15/10/18,19-20,15527
15/10/18,20-21,15083
15/10/18,21-22,14540
15/10/18,22-23,13734
15/10/18,23-00,13302
16/10/18,00-01,13063
16/10/18,01-02,12989
16/10/18,02-03,13036
16/10/18,03-04,13278
16/10/18,04-05,13633
16/10/18,05-06,14806
16/10/18,06-07,16389
16/10/18,07-08,16524
16/10/18,08-09,16391
16/10/18,09-10,16285
16/10/18,10-11,15902
16/10/18,11-12,15656
16/10/18,12-13,15664
16/10/18,13-14,15435
16/10/18,14-15,15800
16/10/18,15-16,15781
16/10/18,16-17,15672
16/10/18,17-18,15908
16/10/18,18-19,15980
16/10/18,19-20,15646
16/10/18,20-21,15303
16/10/18,21-22,14681
16/10/18,22-23,13925
16/10/18,23-00,13453
17/10/18,00-01,13153
17/10/18,01-02,13077
17/10/18,02-03,12961
17/10/18,03-04,12722
17/10/18,04-05,12977
17/10/18,05-06,14197
17/10/18,06-07,15479
17/10/18,07-08,15543
17/10/18,08-09,15559
17/10/18,09-10,15389
17/10/18,10-11,15230
17/10/18,11-12,15073
17/10/18,12-13,14830
17/10/18,13-14,14995
17/10/18,14-15,14884
17/10/18,15-16,14888
17/10/18,16-17,14828
17/10/18,17-18,15233
17/10/18,18-19,15238
17/10/18,19-20,15130
17/10/18,20-21,14724
17/10/18,21-22,14241
17/10/18,22-23,13572
17/10/18,23-00,12978
18/10/18,00-01,12762
18/10/18,01-02,12653
18/10/18,02-03,12677
18/10/18,03-04,12854
18/10/18,04-05,13417
18/10/18,05-06,14681
18/10/18,06-07,16144
18/10/18,07-08,16295
18/10/18,08-09,16096
18/10/18,09-10,15935
18/10/18,10-11,15538
18/10/18,11-12,15298
18/10/18,12-13,15075
18/10/18,13-14,15117
18/10/18,14-15,15002
18/10/18,15-16,15022
18/10/18,16-17,15349
18/10/18,17-18,15581
18/10/18,18-19,15677
18/10/18,19-20,15739
18/10/18,20-21,15486
18/10/18,21-22,14883
18/10/18,22-23,14228
18/10/18,23-00,13771
19/10/18,00-01,13468
19/10/18,01-02,13219
19/10/18,02-03,13228
19/10/18,03-04,13577
19/10/18,04-05,14017
19/10/18,05-06,15157
19/10/18,06-07,16821
19/10/18,07-08,17065
19/10/18,08-09,16975
19/10/18,09-10,16803
19/10/18,10-11,16473
19/10/18,11-12,16186
19/10/18,12-13,15926
19/10/18,13-14,15821
19/10/18,14-15,15792
19/10/18,15-16,15873
19/10/18,16-17,15947
19/10/18,17-18,16319
19/10/18,18-19,16197
19/10/18,19-20,15780
19/10/18,20-21,15408
19/10/18,21-22,15087
19/10/18,22-23,14632
19/10/18,23-00,14003
20/10/18,00-01,13804
20/10/18,01-02,13536
20/10/18,02-03,13425
20/10/18,03-04,13544
20/10/18,04-05,13701
20/10/18,05-06,14157
20/10/18,06-07,14591
20/10/18,07-08,14989
20/10/18,08-09,15388
20/10/18,09-10,15751
20/10/18,10-11,15683
20/10/18,11-12,15420
20/10/18,12-13,15178
20/10/18,13-14,15025
20/10/18,14-15,14925
20/10/18,15-16,15009
20/10/18,16-17,15371
20/10/18,17-18,15821
20/10/18,18-19,15650
20/10/18,19-20,15202
20/10/18,20-21,14845
20/10/18,21-22,14439
20/10/18,22-23,14079
20/10/18,23-00,13613
21/10/18,00-01,13230
21/10/18,01-02,12865
21/10/18,02-03,12796
21/10/18,03-04,12789
21/10/18,04-05,12817
21/10/18,05-06,13029
21/10/18,06-07,13235
21/10/18,07-08,13627
21/10/18,08-09,14054
21/10/18,09-10,14331
21/10/18,10-11,14516
21/10/18,11-12,14396
21/10/18,12-13,14280
21/10/18,13-14,14381
21/10/18,14-15,14430
21/10/18,15-16,14368
21/10/18,16-17,14561
21/10/18,17-18,14912
21/10/18,18-19,14734
21/10/18,19-20,14584
21/10/18,20-21,14283
21/10/18,21-22,14027
21/10/18,22-23,13467
21/10/18,23-00,12971
22/10/18,00-01,12751
22/10/18,01-02,12749
22/10/18,02-03,12959
22/10/18,03-04,13163
22/10/18,04-05,13790
22/10/18,05-06,15232
22/10/18,06-07,16669
22/10/18,07-08,16941
22/10/18,08-09,16678
22/10/18,09-10,16263
22/10/18,10-11,16159
22/10/18,11-12,15802
22/10/18,12-13,15750
22/10/18,13-14,15702
22/10/18,14-15,15728
22/10/18,15-16,16043
22/10/18,16-17,16319
22/10/18,17-18,16735
22/10/18,18-19,16621
22/10/18,19-20,16186
22/10/18,20-21,15838
22/10/18,21-22,15188
22/10/18,22-23,14414
22/10/18,23-00,13908
23/10/18,00-01,13540
23/10/18,01-02,13299
23/10/18,02-03,13284
23/10/18,03-04,13338
23/10/18,04-05,13846
23/10/18,05-06,15313
23/10/18,06-07,16656
23/10/18,07-08,16719
23/10/18,08-09,16538
23/10/18,09-10,16349
23/10/18,10-11,16257
23/10/18,11-12,16067
23/10/18,12-13,15944
23/10/18,13-14,15879
23/10/18,14-15,16050
23/10/18,15-16,16205
23/10/18,16-17,16309
23/10/18,17-18,16740
23/10/18,18-19,16702
23/10/18,19-20,16470
23/10/18,20-21,16226
23/10/18,21-22,15606
23/10/18,22-23,14906
23/10/18,23-00,14369
24/10/18,00-01,14115
24/10/18,01-02,13955
24/10/18,02-03,14034
24/10/18,03-04,14110
24/10/18,04-05,14674
24/10/18,05-06,16190
24/10/18,06-07,17677
24/10/18,07-08,17979
24/10/18,08-09,17810
24/10/18,09-10,17567
24/10/18,10-11,17212
24/10/18,11-12,16685
24/10/18,12-13,16637
24/10/18,13-14,16668
24/10/18,14-15,16705
24/10/18,15-16,16912
24/10/18,16-17,17131
24/10/18,17-18,17276
24/10/18,18-19,17225
24/10/18,19-20,16610
24/10/18,20-21,16182
24/10/18,21-22,15560
24/10/18,22-23,14821
24/10/18,23-00,14264
25/10/18,00-01,13974
25/10/18,01-02,13764
25/10/18,02-03,13751
25/10/18,03-04,13825
25/10/18,04-05,14287
25/10/18,05-06,15768
25/10/18,06-07,17278
25/10/18,07-08,17633
25/10/18,08-09,17255
25/10/18,09-10,16851
25/10/18,10-11,16520
25/10/18,11-12,16468
25/10/18,12-13,16574
25/10/18,13-14,16660
25/10/18,14-15,16546
25/10/18,15-16,16731
25/10/18,16-17,16935
25/10/18,17-18,17223
25/10/18,18-19,17348
25/10/18,19-20,16929
25/10/18,20-21,16537
25/10/18,21-22,16130
25/10/18,22-23,15459
25/10/18,23-00,15037
26/10/18,00-01,14706
26/10/18,01-02,14538
26/10/18,02-03,14608
26/10/18,03-04,14706
26/10/18,04-05,15308
26/10/18,05-06,16605
26/10/18,06-07,18194
26/10/18,07-08,18727
26/10/18,08-09,18492
26/10/18,09-10,18320
26/10/18,10-11,18012
26/10/18,11-12,17799
26/10/18,12-13,17491
26/10/18,13-14,17301
26/10/18,14-15,17406
26/10/18,15-16,17424
26/10/18,16-17,17555
26/10/18,17-18,17747
26/10/18,18-19,17473
26/10/18,19-20,17070
26/10/18,20-21,16667
26/10/18,21-22,16107
26/10/18,22-23,15616
26/10/18,23-00,15298
27/10/18,00-01,14990
27/10/18,01-02,14799
27/10/18,02-03,14791
27/10/18,02-03,14914
27/10/18,03-04,15079
27/10/18,04-05,15437
27/10/18,05-06,15999
27/10/18,06-07,16695
27/10/18,07-08,17268
27/10/18,08-09,17517
27/10/18,09-10,17329
27/10/18,10-11,17099
27/10/18,11-12,16884
27/10/18,12-13,16701
27/10/18,13-14,16943
27/10/18,14-15,16955
27/10/18,15-16,17394
27/10/18,16-17,17948
27/10/18,17-18,17645
27/10/18,18-19,17186
27/10/18,19-20,16992
27/10/18,20-21,16641
27/10/18,21-22,16050
27/10/18,22-23,15788
27/10/18,23-00,15577
28/10/18,00-01,15134
28/10/18,01-02,15123
28/10/18,02-03,15462
28/10/18,03-04,15582
28/10/18,04-05,15799
28/10/18,05-06,16105
28/10/18,06-07,16517
28/10/18,07-08,17124
28/10/18,08-09,17516
28/10/18,09-10,17496
28/10/18,10-11,17126
28/10/18,11-12,16904
28/10/18,12-13,16899
28/10/18,13-14,16716
28/10/18,14-15,17024
28/10/18,15-16,17644
28/10/18,16-17,18161
28/10/18,17-18,18307
28/10/18,18-19,18136
28/10/18,19-20,17895
28/10/18,20-21,17526
28/10/18,21-22,16960
28/10/18,22-23,16384
28/10/18,23-00,15989
29/10/18,00-01,15818
29/10/18,01-02,15764
29/10/18,02-03,15796
29/10/18,03-04,16035
29/10/18,04-05,16802
29/10/18,05-06,18387
29/10/18,06-07,19789
29/10/18,07-08,20182
29/10/18,08-09,19883
29/10/18,09-10,19623
29/10/18,10-11,19293
29/10/18,11-12,19311
29/10/18,12-13,19283
29/10/18,13-14,19347
29/10/18,14-15,19396
29/10/18,15-16,19742
29/10/18,16-17,19959
29/10/18,17-18,19781
29/10/18,18-19,19364
29/10/18,19-20,18853
29/10/18,20-21,18443
29/10/18,21-22,17759
29/10/18,22-23,17002
29/10/18,23-00,16308
30/10/18,00-01,16061
30/10/18,01-02,15957
30/10/18,02-03,16136
30/10/18,03-04,16328
30/10/18,04-05,16818
30/10/18,05-06,18266
30/10/18,06-07,19762
30/10/18,07-08,19999
30/10/18,08-09,19841
30/10/18,09-10,19750
30/10/18,10-11,19609
30/10/18,11-12,19375
30/10/18,12-13,19214
30/10/18,13-14,19189
30/10/18,14-15,19524
30/10/18,15-16,19597
30/10/18,16-17,19783
30/10/18,17-18,19514
30/10/18,18-19,18876
30/10/18,19-20,18625
30/10/18,20-21,17893
30/10/18,21-22,17266
30/10/18,22-23,16319
30/10/18,23-00,15579
31/10/18,00-01,15116
31/10/18,01-02,14925
31/10/18,02-03,15076
31/10/18,03-04,15097
31/10/18,04-05,15542
31/10/18,05-06,16839
31/10/18,06-07,18372
31/10/18,07-08,18286
31/10/18,08-09,18157
31/10/18,09-10,17953
31/10/18,10-11,17899
31/10/18,11-12,17754
31/10/18,12-13,17891
31/10/18,13-14,18011
31/10/18,14-15,17917
31/10/18,15-16,18081
31/10/18,16-17,18504
31/10/18,17-18,17875
31/10/18,18-19,17395
31/10/18,19-20,17406
31/10/18,20-21,17102
31/10/18,21-22,16463
31/10/18,22-23,15736
31/10/18,23-00,15186
01/11/18,00-01,14967
01/11/18,01-02,14833
01/11/18,02-03,14750
01/11/18,03-04,14826
01/11/18,04-05,15255
01/11/18,05-06,16661
01/11/18,06-07,17945
01/11/18,07-08,17947
01/11/18,08-09,17799
01/11/18,09-10,17606
01/11/18,10-11,17597
01/11/18,11-12,17533
01/11/18,12-13,17551
01/11/18,13-14,17543
01/11/18,14-15,17669
01/11/18,15-16,18076
01/11/18,16-17,18070
01/11/18,17-18,17554
01/11/18,18-19,17295
01/11/18,19-20,17005
01/11/18,20-21,16419
01/11/18,21-22,15770
01/11/18,22-23,14699
01/11/18,23-00,14341
02/11/18,00-01,14057
02/11/18,01-02,13796
02/11/18,02-03,13642
02/11/18,03-04,13809
02/11/18,04-05,14433
02/11/18,05-06,15608
02/11/18,06-07,17069
02/11/18,07-08,17474
02/11/18,08-09,17424
02/11/18,09-10,17246
02/11/18,10-11,17167
02/11/18,11-12,17137
02/11/18,12-13,17154
02/11/18,13-14,17028
02/11/18,14-15,16996
02/11/18,15-16,17098
02/11/18,16-17,17344
02/11/18,17-18,17311
02/11/18,18-19,17025
02/11/18,19-20,16604
02/11/18,20-21,16114
02/11/18,21-22,15552
02/11/18,22-23,15125
02/11/18,23-00,14831
03/11/18,00-01,14368
03/11/18,01-02,14327
03/11/18,02-03,14337
03/11/18,03-04,14499
03/11/18,04-05,14713
03/11/18,05-06,14996
03/11/18,06-07,15533
03/11/18,07-08,16118
03/11/18,08-09,16613
03/11/18,09-10,16909
03/11/18,10-11,16873
03/11/18,11-12,16650
03/11/18,12-13,16523
03/11/18,13-14,16483
03/11/18,14-15,16398
03/11/18,15-16,16811
03/11/18,16-17,17091
03/11/18,17-18,16727
03/11/18,18-19,16044
03/11/18,19-20,15684
03/11/18,20-21,15159
03/11/18,21-22,14881
03/11/18,22-23,14445
03/11/18,23-00,13870
04/11/18,00-01,13464
04/11/18,01-02,13172
04/11/18,02-03,13137
04/11/18,03-04,13142
04/11/18,04-05,13178
04/11/18,05-06,13515
04/11/18,06-07,13679
04/11/18,07-08,14034
04/11/18,08-09,14636
04/11/18,09-10,15253
04/11/18,10-11,15516
04/11/18,11-12,15435
04/11/18,12-13,15415
04/11/18,13-14,15427
04/11/18,14-15,15694
04/11/18,15-16,16005
04/11/18,16-17,16232
04/11/18,17-18,15889
04/11/18,18-19,15711
04/11/18,19-20,15545
04/11/18,20-21,15284
04/11/18,21-22,14780
04/11/18,22-23,14168
04/11/18,23-00,13752
05/11/18,00-01,13407
05/11/18,01-02,13447
05/11/18,02-03,13529
05/11/18,03-04,13661
05/11/18,04-05,13991
05/11/18,05-06,15359
05/11/18,06-07,16737
05/11/18,07-08,17011
05/11/18,08-09,17122
05/11/18,09-10,16994
05/11/18,10-11,16861
05/11/18,11-12,16969
05/11/18,12-13,16856
05/11/18,13-14,16923
05/11/18,14-15,17038
05/11/18,15-16,17387
05/11/18,16-17,17385
05/11/18,17-18,17240
05/11/18,18-19,16970
05/11/18,19-20,16565
05/11/18,20-21,16151
05/11/18,21-22,15469
05/11/18,22-23,14724
05/11/18,23-00,14052
06/11/18,00-01,13731
06/11/18,01-02,13708
06/11/18,02-03,13700
06/11/18,03-04,13823
06/11/18,04-05,14334
06/11/18,05-06,15722
06/11/18,06-07,16962
06/11/18,07-08,17199
06/11/18,08-09,17026
06/11/18,09-10,17035
06/11/18,10-11,16941
06/11/18,11-12,16751
06/11/18,12-13,16778
06/11/18,13-14,17012
06/11/18,14-15,17026
06/11/18,15-16,17286
06/11/18,16-17,17372
06/11/18,17-18,17224
06/11/18,18-19,17053
06/11/18,19-20,16684
06/11/18,20-21,16138
06/11/18,21-22,15525
06/11/18,22-23,14506
06/11/18,23-00,14166
07/11/18,00-01,13777
07/11/18,01-02,13623
07/11/18,02-03,13545
07/11/18,03-04,13682
07/11/18,04-05,13871
07/11/18,05-06,15382
07/11/18,06-07,17011
07/11/18,07-08,17114
07/11/18,08-09,16984
07/11/18,09-10,16839
07/11/18,10-11,16806
07/11/18,11-12,16678
07/11/18,12-13,16705
07/11/18,13-14,16887
07/11/18,14-15,17072
07/11/18,15-16,17416
07/11/18,16-17,17205
07/11/18,17-18,17003
07/11/18,18-19,16614
07/11/18,19-20,16350
07/11/18,20-21,15942
07/11/18,21-22,15336
07/11/18,22-23,14652
07/11/18,23-00,14149
08/11/18,00-01,13736
08/11/18,01-02,13419
08/11/18,02-03,13483
08/11/18,03-04,13638
08/11/18,04-05,14262
08/11/18,05-06,15457
08/11/18,06-07,16966
08/11/18,07-08,16857
08/11/18,08-09,16683
08/11/18,09-10,16667
08/11/18,10-11,16617
08/11/18,11-12,16497
08/11/18,12-13,16491
08/11/18,13-14,16477
08/11/18,14-15,17068
08/11/18,15-16,18353
08/11/18,16-17,18027
08/11/18,17-18,18222
08/11/18,18-19,16788
08/11/18,19-20,16446
08/11/18,20-21,16042
08/11/18,21-22,15459
08/11/18,22-23,14512
08/11/18,23-00,14086
09/11/18,00-01,13779
09/11/18,01-02,13561
09/11/18,02-03,13568
09/11/18,03-04,13656
09/11/18,04-05,14252
09/11/18,05-06,15613
09/11/18,06-07,17019
09/11/18,07-08,17246
09/11/18,08-09,17077
09/11/18,09-10,16944
09/11/18,10-11,16740
09/11/18,11-12,16624
09/11/18,12-13,16511
09/11/18,13-14,16608
09/11/18,14-15,16670
09/11/18,15-16,17116
09/11/18,16-17,17248
09/11/18,17-18,17317
09/11/18,18-19,16710
09/11/18,19-20,16351
09/11/18,20-21,15680
09/11/18,21-22,15284
09/11/18,22-23,14666
09/11/18,23-00,14023
10/11/18,00-01,13790
10/11/18,01-02,13676
10/11/18,02-03,13413
10/11/18,03-04,13340
10/11/18,04-05,13507
10/11/18,05-06,13766
10/11/18,06-07,14100
10/11/18,07-08,14730
10/11/18,08-09,15391
10/11/18,09-10,15765
10/11/18,10-11,15814
10/11/18,11-12,15849
10/11/18,12-13,15867
10/11/18,13-14,15795
10/11/18,14-15,15915
10/11/18,15-16,16232
10/11/18,16-17,16432
10/11/18,17-18,16397
10/11/18,18-19,16063
10/11/18,19-20,15522
10/11/18,20-21,14965
10/11/18,21-22,14607
10/11/18,22-23,14023
10/11/18,23-00,13635
11/11/18,00-01,13405
11/11/18,01-02,13019
11/11/18,02-03,12861
11/11/18,03-04,12886
11/11/18,04-05,13146
11/11/18,05-06,13178
11/11/18,06-07,13357
11/11/18,07-08,13727
11/11/18,08-09,14177
11/11/18,09-10,14770
11/11/18,10-11,14780
11/11/18,11-12,14801
11/11/18,12-13,14969
11/11/18,13-14,14926
11/11/18,14-15,15111
11/11/18,15-16,15470
11/11/18,16-17,15439
11/11/18,17-18,15376
11/11/18,18-19,15222
11/11/18,19-20,15027
11/11/18,20-21,14870
11/11/18,21-22,14265
11/11/18,22-23,13602
11/11/18,23-00,13215
12/11/18,00-01,13094
12/11/18,01-02,12839
12/11/18,02-03,12720
12/11/18,03-04,12739
12/11/18,04-05,13273
12/11/18,05-06,14472
12/11/18,06-07,15912
12/11/18,07-08,16266
12/11/18,08-09,16431
12/11/18,09-10,16260
12/11/18,10-11,16085
12/11/18,11-12,15978
12/11/18,12-13,15971
12/11/18,13-14,16062
12/11/18,14-15,16371
12/11/18,15-16,16757
12/11/18,16-17,16637
12/11/18,17-18,16457
12/11/18,18-19,16196
12/11/18,19-20,16002
12/11/18,20-21,15532
12/11/18,21-22,15036
12/11/18,22-23,13993
12/11/18,23-00,13579
13/11/18,00-01,13346
13/11/18,01-02,13240
13/11/18,02-03,13165
13/11/18,03-04,13200
13/11/18,04-05,13599
13/11/18,05-06,14945
13/11/18,06-07,16333
13/11/18,07-08,16605
13/11/18,08-09,16412
13/11/18,09-10,16251
13/11/18,10-11,16148
13/11/18,11-12,16300
13/11/18,12-13,16493
13/11/18,13-14,16427
13/11/18,14-15,16676
13/11/18,15-16,17298
13/11/18,16-17,17163
13/11/18,17-18,16862
13/11/18,18-19,16597
13/11/18,19-20,16254
13/11/18,20-21,15913
13/11/18,21-22,15281
13/11/18,22-23,14545
13/11/18,23-00,13877
14/11/18,00-01,13628
14/11/18,01-02,13563
14/11/18,02-03,13586
14/11/18,03-04,13665
14/11/18,04-05,14277
14/11/18,05-06,15658
14/11/18,06-07,17105
14/11/18,07-08,17332
14/11/18,08-09,17088
14/11/18,09-10,16775
14/11/18,10-11,16884
14/11/18,11-12,16889
14/11/18,12-13,17028
14/11/18,13-14,17298
14/11/18,14-15,17553
14/11/18,15-16,17840
14/11/18,16-17,17768
14/11/18,17-18,17546
14/11/18,18-19,17241
14/11/18,19-20,16807
14/11/18,20-21,16485
14/11/18,21-22,15713
14/11/18,22-23,14772
14/11/18,23-00,14178
15/11/18,00-01,13819
15/11/18,01-02,13628
15/11/18,02-03,13556
15/11/18,03-04,13532
15/11/18,04-05,13797
15/11/18,05-06,14933
15/11/18,06-07,16328
15/11/18,07-08,16566
15/11/18,08-09,16425
15/11/18,09-10,16307
15/11/18,10-11,16142
15/11/18,11-12,16194
15/11/18,12-13,16156
