Date,Hours,NO
02/10/19,06-07,13950
02/10/19,07-08,15361
02/10/19,08-09,15696
02/10/19,09-10,15675
02/10/19,10-11,15465
02/10/19,11-12,15307
02/10/19,12-13,15141
02/10/19,13-14,14999
02/10/19,14-15,14845
02/10/19,15-16,14739
02/10/19,16-17,14801
02/10/19,17-18,14718
02/10/19,18-19,14753
02/10/19,19-20,15017
02/10/19,20-21,14792
02/10/19,21-22,14583
02/10/19,22-23,13995
02/10/19,23-00,13376
03/10/19,00-01,12893
03/10/19,01-02,12512
03/10/19,02-03,12454
03/10/19,03-04,12588
03/10/19,04-05,12793
03/10/19,05-06,13338
03/10/19,06-07,14336
03/10/19,07-08,15410
03/10/19,08-09,15888
03/10/19,09-10,15975
03/10/19,10-11,16057
03/10/19,11-12,15891
03/10/19,12-13,15864
03/10/19,13-14,15563
03/10/19,14-15,15336
03/10/19,15-16,15428
03/10/19,16-17,15574
03/10/19,17-18,15577
03/10/19,18-19,15787
03/10/19,19-20,16020
03/10/19,20-21,15810
03/10/19,21-22,15478
03/10/19,22-23,14884
03/10/19,23-00,14236
04/10/19,00-01,13749
04/10/19,01-02,13406
04/10/19,02-03,13316
04/10/19,03-04,13261
04/10/19,04-05,13528
04/10/19,05-06,13828
04/10/19,06-07,14899
04/10/19,07-08,16339
04/10/19,08-09,16698
04/10/19,09-10,16736
04/10/19,10-11,16716
04/10/19,11-12,16147
04/10/19,12-13,15941
04/10/19,13-14,15553
04/10/19,14-15,15378
04/10/19,15-16,15386
04/10/19,16-17,15415
04/10/19,17-18,15527
04/10/19,18-19,15630
04/10/19,19-20,15966
04/10/19,20-21,15652
04/10/19,21-22,15191
04/10/19,22-23,14722
04/10/19,23-00,14385
05/10/19,00-01,14045
05/10/19,01-02,13846
05/10/19,02-03,13715
05/10/19,03-04,13697
05/10/19,04-05,13706
05/10/19,05-06,13958
05/10/19,06-07,14329
05/10/19,07-08,14696
05/10/19,08-09,15269
05/10/19,09-10,15625
05/10/19,10-11,15759
05/10/19,11-12,15454
05/10/19,12-13,15047
05/10/19,13-14,14895
05/10/19,14-15,14650
05/10/19,15-16,14637
05/10/19,16-17,14709
05/10/19,17-18,15007
05/10/19,18-19,15239
05/10/19,19-20,15617
05/10/19,20-21,15436
05/10/19,21-22,14989
05/10/19,22-23,14721
05/10/19,23-00,14378
06/10/19,00-01,13925
06/10/19,01-02,13675
06/10/19,02-03,13579
06/10/19,03-04,13544
06/10/19,04-05,13749
06/10/19,05-06,13856
06/10/19,06-07,13959
06/10/19,07-08,14372
06/10/19,08-09,14889
06/10/19,09-10,15186
06/10/19,10-11,15221
06/10/19,11-12,15066
06/10/19,12-13,14771
06/10/19,13-14,14644
06/10/19,14-15,14552
06/10/19,15-16,14501
06/10/19,16-17,14522
06/10/19,17-18,14717
06/10/19,18-19,15146
06/10/19,19-20,15691
06/10/19,20-21,15564
06/10/19,21-22,15332
06/10/19,22-23,14987
06/10/19,23-00,14542
07/10/19,00-01,14076
07/10/19,01-02,13929
07/10/19,02-03,13936
07/10/19,03-04,14075
07/10/19,04-05,14272
07/10/19,05-06,14947
07/10/19,06-07,16370
07/10/19,07-08,17551
07/10/19,08-09,18086
07/10/19,09-10,17961
07/10/19,10-11,17479
07/10/19,11-12,16971
07/10/19,12-13,16588
07/10/19,13-14,16310
07/10/19,14-15,16241
07/10/19,15-16,16233
07/10/19,16-17,16426
07/10/19,17-18,16425
07/10/19,18-19,16669
07/10/19,19-20,16819
07/10/19,20-21,16437
07/10/19,21-22,15930
07/10/19,22-23,15450
07/10/19,23-00,14747
08/10/19,00-01,14361
08/10/19,01-02,14173
08/10/19,02-03,14037
08/10/19,03-04,13885
08/10/19,04-05,13927
08/10/19,05-06,14333
08/10/19,06-07,15776
08/10/19,07-08,17031
08/10/19,08-09,17140
08/10/19,09-10,17106
08/10/19,10-11,16962
08/10/19,11-12,16645
08/10/19,12-13,16640
08/10/19,13-14,16505
08/10/19,14-15,16612
08/10/19,15-16,16445
08/10/19,16-17,16498
08/10/19,17-18,16447
08/10/19,18-19,16418
08/10/19,19-20,16664
08/10/19,20-21,16293
08/10/19,21-22,15860
08/10/19,22-23,15378
08/10/19,23-00,14768
09/10/19,00-01,14044
09/10/19,01-02,13518
09/10/19,02-03,13284
09/10/19,03-04,13311
09/10/19,04-05,13561
09/10/19,05-06,13876
09/10/19,06-07,14926
09/10/19,07-08,16214
09/10/19,08-09,16659
09/10/19,09-10,16664
09/10/19,10-11,16629
09/10/19,11-12,16492
09/10/19,12-13,16109
09/10/19,13-14,16039
09/10/19,14-15,16029
09/10/19,15-16,16202
09/10/19,16-17,16295
09/10/19,17-18,16269
09/10/19,18-19,16365
09/10/19,19-20,16360
09/10/19,20-21,15894
09/10/19,21-22,15348
09/10/19,22-23,14734
09/10/19,23-00,13844
10/10/19,00-01,13272
10/10/19,01-02,12944
10/10/19,02-03,12722
10/10/19,03-04,12709
10/10/19,04-05,12902
10/10/19,05-06,13595
10/10/19,06-07,14647
10/10/19,07-08,15839
10/10/19,08-09,16104
10/10/19,09-10,16211
10/10/19,10-11,16090
10/10/19,11-12,15853
10/10/19,12-13,15635
10/10/19,13-14,15587
10/10/19,14-15,15522
10/10/19,15-16,15345
10/10/19,16-17,15465
10/10/19,17-18,15556
10/10/19,18-19,15693
10/10/19,19-20,15755
10/10/19,20-21,15421
10/10/19,21-22,14999
10/10/19,22-23,14447
10/10/19,23-00,13779
11/10/19,00-01,13316
11/10/19,01-02,13010
11/10/19,02-03,12908
11/10/19,03-04,12932
11/10/19,04-05,13019
11/10/19,05-06,13400
11/10/19,06-07,14663
11/10/19,07-08,16158
11/10/19,08-09,16186
11/10/19,09-10,16260
11/10/19,10-11,16250
11/10/19,11-12,16126
11/10/19,12-13,15843
11/10/19,13-14,15499
11/10/19,14-15,15477
11/10/19,15-16,15283
11/10/19,16-17,15284
11/10/19,17-18,15363
11/10/19,18-19,15491
11/10/19,19-20,15509
11/10/19,20-21,15066
11/10/19,21-22,14591
11/10/19,22-23,14047
11/10/19,23-00,13511
12/10/19,00-01,13224
12/10/19,01-02,12914
12/10/19,02-03,12772
12/10/19,03-04,12590
12/10/19,04-05,12571
12/10/19,05-06,12648
12/10/19,06-07,12955
12/10/19,07-08,13467
12/10/19,08-09,14011
12/10/19,09-10,14575
12/10/19,10-11,14735
12/10/19,11-12,14660
12/10/19,12-13,14395
12/10/19,13-14,14267
12/10/19,14-15,14181
12/10/19,15-16,14167
12/10/19,16-17,14285
12/10/19,17-18,14504
12/10/19,18-19,14970
12/10/19,19-20,15061
12/10/19,20-21,14657
12/10/19,21-22,14250
12/10/19,22-23,13983
12/10/19,23-00,13548
13/10/19,00-01,13109
13/10/19,01-02,12885
13/10/19,02-03,12819
13/10/19,03-04,12873
13/10/19,04-05,12877
13/10/19,05-06,12998
13/10/19,06-07,13237
13/10/19,07-08,13638
13/10/19,08-09,14092
13/10/19,09-10,14441
13/10/19,10-11,14597
13/10/19,11-12,14468
13/10/19,12-13,14287
13/10/19,13-14,14129
13/10/19,14-15,13877
13/10/19,15-16,14053
13/10/19,16-17,14185
13/10/19,17-18,14460
13/10/19,18-19,14948
13/10/19,19-20,15239
13/10/19,20-21,15046
13/10/19,21-22,14753
13/10/19,22-23,14245
13/10/19,23-00,13720
14/10/19,00-01,13258
14/10/19,01-02,13031
14/10/19,02-03,12935
14/10/19,03-04,12958
14/10/19,04-05,13277
14/10/19,05-06,13444
14/10/19,06-07,14898
14/10/19,07-08,16432
14/10/19,08-09,16718
14/10/19,09-10,16529
14/10/19,10-11,16323
14/10/19,11-12,16168
14/10/19,12-13,15915
14/10/19,13-14,15755
14/10/19,14-15,15554
14/10/19,15-16,15548
14/10/19,16-17,15686
14/10/19,17-18,15732
14/10/19,18-19,16062
14/10/19,19-20,16160
14/10/19,20-21,16061
14/10/19,21-22,15777
14/10/19,22-23,15088
14/10/19,23-00,14378
15/10/19,00-01,13722
15/10/19,01-02,13363
15/10/19,02-03,13175
15/10/19,03-04,13139
15/10/19,04-05,13278
15/10/19,05-06,13722
15/10/19,06-07,15004
15/10/19,07-08,16422
15/10/19,08-09,16786
15/10/19,09-10,16751
15/10/19,10-11,16683
15/10/19,11-12,16434
15/10/19,12-13,16366
15/10/19,13-14,16259
15/10/19,14-15,16222
15/10/19,15-16,16319
15/10/19,16-17,16409
15/10/19,17-18,16374
15/10/19,18-19,16462
15/10/19,19-20,16548
15/10/19,20-21,16307
15/10/19,21-22,15819
15/10/19,22-23,15061
15/10/19,23-00,14512
16/10/19,00-01,13815
16/10/19,01-02,13290
16/10/19,02-03,13158
16/10/19,03-04,13260
16/10/19,04-05,13466
16/10/19,05-06,13844
16/10/19,06-07,15226
16/10/19,07-08,16450
16/10/19,08-09,16802
16/10/19,09-10,16692
16/10/19,10-11,16826
16/10/19,11-12,16630
16/10/19,12-13,16456
16/10/19,13-14,16302
16/10/19,14-15,16352
16/10/19,15-16,16349
16/10/19,16-17,16575
16/10/19,17-18,16635
16/10/19,18-19,16793
16/10/19,19-20,16643
16/10/19,20-21,16352
16/10/19,21-22,15924
16/10/19,22-23,15204
16/10/19,23-00,14401
17/10/19,00-01,13995
17/10/19,01-02,13660
17/10/19,02-03,13562
17/10/19,03-04,13393
17/10/19,04-05,13525
17/10/19,05-06,13841
17/10/19,06-07,15042
17/10/19,07-08,16481
17/10/19,08-09,16789
17/10/19,09-10,16635
17/10/19,10-11,16578
17/10/19,11-12,16360
17/10/19,12-13,16274
17/10/19,13-14,16159
17/10/19,14-15,16021
17/10/19,15-16,16179
17/10/19,16-17,16240
17/10/19,17-18,16166
17/10/19,18-19,16439
17/10/19,19-20,16411
17/10/19,20-21,15901
17/10/19,21-22,15730
17/10/19,22-23,15142
17/10/19,23-00,14434
18/10/19,00-01,13768
18/10/19,01-02,13466
18/10/19,02-03,13229
18/10/19,03-04,13261
18/10/19,04-05,13379
18/10/19,05-06,13821
18/10/19,06-07,15102
18/10/19,07-08,16394
18/10/19,08-09,16569
18/10/19,09-10,16622
18/10/19,10-11,16437
18/10/19,11-12,16185
18/10/19,12-13,16011
18/10/19,13-14,15889
18/10/19,14-15,15769
18/10/19,15-16,15731
18/10/19,16-17,15755
18/10/19,17-18,16016
18/10/19,18-19,16118
18/10/19,19-20,15937
18/10/19,20-21,15408
18/10/19,21-22,14948
18/10/19,22-23,14433
18/10/19,23-00,13965
19/10/19,00-01,13687
19/10/19,01-02,13373
19/10/19,02-03,13186
19/10/19,03-04,13038
19/10/19,04-05,12919
19/10/19,05-06,13013
19/10/19,06-07,13352
19/10/19,07-08,13899
19/10/19,08-09,14466
19/10/19,09-10,15130
19/10/19,10-11,15581
19/10/19,11-12,15568
19/10/19,12-13,15443
19/10/19,13-14,15398
19/10/19,14-15,15310
19/10/19,15-16,15240
19/10/19,16-17,15490
19/10/19,17-18,15621
19/10/19,18-19,15890
19/10/19,19-20,15662
19/10/19,20-21,15370
19/10/19,21-22,14960
19/10/19,22-23,14504
19/10/19,23-00,14172
20/10/19,00-01,13965
20/10/19,01-02,13756
20/10/19,02-03,13545
20/10/19,03-04,13295
20/10/19,04-05,13254
20/10/19,05-06,13470
20/10/19,06-07,13744
20/10/19,07-08,14051
20/10/19,08-09,14494
20/10/19,09-10,14929
20/10/19,10-11,15637
20/10/19,11-12,15649
20/10/19,12-13,15577
20/10/19,13-14,15373
20/10/19,14-15,15233
20/10/19,15-16,15225
20/10/19,16-17,15374
20/10/19,17-18,15611
20/10/19,18-19,16097
20/10/19,19-20,16209
20/10/19,20-21,16002
20/10/19,21-22,15740
20/10/19,22-23,15336
20/10/19,23-00,14709
21/10/19,00-01,14167
21/10/19,01-02,14057
21/10/19,02-03,13949
21/10/19,03-04,13968
21/10/19,04-05,14145
21/10/19,05-06,14657
21/10/19,06-07,16085
21/10/19,07-08,17741
21/10/19,08-09,18046
21/10/19,09-10,17914
21/10/19,10-11,17745
21/10/19,11-12,17610
21/10/19,12-13,17325
21/10/19,13-14,17278
21/10/19,14-15,17265
21/10/19,15-16,17474
21/10/19,16-17,17568
21/10/19,17-18,17385
21/10/19,18-19,17487
21/10/19,19-20,17293
21/10/19,20-21,16974
21/10/19,21-22,16439
21/10/19,22-23,15827
21/10/19,23-00,14967
22/10/19,00-01,14367
22/10/19,01-02,14018
22/10/19,02-03,13839
22/10/19,03-04,13692
22/10/19,04-05,13780
22/10/19,05-06,14449
22/10/19,06-07,15627
22/10/19,07-08,16798
22/10/19,08-09,16958
22/10/19,09-10,16863
22/10/19,10-11,16831
22/10/19,11-12,16773
22/10/19,12-13,16712
22/10/19,13-14,16567
22/10/19,14-15,16446
22/10/19,15-16,16382
22/10/19,16-17,16433
22/10/19,17-18,16546
22/10/19,18-19,16874
22/10/19,19-20,16628
22/10/19,20-21,16205
22/10/19,21-22,15875
22/10/19,22-23,15143
22/10/19,23-00,14355
23/10/19,00-01,13624
23/10/19,01-02,13357
23/10/19,02-03,13264
23/10/19,03-04,13163
23/10/19,04-05,13213
23/10/19,05-06,13692
23/10/19,06-07,15081
23/10/19,07-08,16454
23/10/19,08-09,16647
23/10/19,09-10,16335
23/10/19,10-11,16468
23/10/19,11-12,16315
23/10/19,12-13,16032
23/10/19,13-14,15802
23/10/19,14-15,15947
23/10/19,15-16,16084
23/10/19,16-17,16181
23/10/19,17-18,16149
23/10/19,18-19,16774
23/10/19,19-20,16432
23/10/19,20-21,16188
23/10/19,21-22,15735
23/10/19,22-23,15098
23/10/19,23-00,14273
24/10/19,00-01,14034
24/10/19,01-02,13666
24/10/19,02-03,13538
24/10/19,03-04,13299
24/10/19,04-05,13307
24/10/19,05-06,13827
24/10/19,06-07,15054
24/10/19,07-08,16197
24/10/19,08-09,16670
24/10/19,09-10,16428
24/10/19,10-11,16328
24/10/19,11-12,16193
24/10/19,12-13,16055
24/10/19,13-14,16036
24/10/19,14-15,16086
24/10/19,15-16,16111
24/10/19,16-17,16225
24/10/19,17-18,16412
24/10/19,18-19,16434
24/10/19,19-20,16002
24/10/19,20-21,15661
24/10/19,21-22,15275
24/10/19,22-23,14507
24/10/19,23-00,13591
25/10/19,00-01,13304
25/10/19,01-02,12995
25/10/19,02-03,12609
25/10/19,03-04,12466
25/10/19,04-05,12740
25/10/19,05-06,13375
25/10/19,06-07,14523
25/10/19,07-08,16135
25/10/19,08-09,16505
25/10/19,09-10,16327
25/10/19,10-11,15876
25/10/19,11-12,15608
25/10/19,12-13,15702
25/10/19,13-14,15452
25/10/19,14-15,15614
25/10/19,15-16,15852
25/10/19,16-17,15651
25/10/19,17-18,15767
25/10/19,18-19,16197
25/10/19,19-20,16135
25/10/19,20-21,15581
25/10/19,21-22,15235
25/10/19,22-23,14753
25/10/19,23-00,14458
26/10/19,00-01,13843
26/10/19,01-02,13465
26/10/19,02-03,13438
26/10/19,03-04,13469
26/10/19,04-05,13495
26/10/19,05-06,13638
26/10/19,06-07,13922
26/10/19,07-08,14467
26/10/19,08-09,15074
26/10/19,09-10,15719
26/10/19,10-11,15980
26/10/19,11-12,16040
26/10/19,12-13,15890
26/10/19,13-14,15597
26/10/19,14-15,15575
26/10/19,15-16,15550
26/10/19,16-17,15606
26/10/19,17-18,15973
26/10/19,18-19,16440
26/10/19,19-20,16054
26/10/19,20-21,15718
26/10/19,21-22,15341
26/10/19,22-23,14951
26/10/19,23-00,14689
27/10/19,00-01,14075
27/10/19,01-02,13953
27/10/19,02-03,13760
27/10/19,02-03,13685
27/10/19,03-04,13880
27/10/19,04-05,14004
27/10/19,05-06,14077
27/10/19,06-07,14465
27/10/19,07-08,14818
27/10/19,08-09,15321
27/10/19,09-10,15788
27/10/19,10-11,15779
27/10/19,11-12,15545
27/10/19,12-13,15341
27/10/19,13-14,15305
27/10/19,14-15,15380
27/10/19,15-16,15760
27/10/19,16-17,16251
27/10/19,17-18,16680
27/10/19,18-19,16553
27/10/19,19-20,16566
27/10/19,20-21,16418
27/10/19,21-22,15928
27/10/19,22-23,15491
27/10/19,23-00,15023
28/10/19,00-01,14601
28/10/19,01-02,14420
28/10/19,02-03,14337
28/10/19,03-04,14276
28/10/19,04-05,14745
28/10/19,05-06,15457
28/10/19,06-07,16883
28/10/19,07-08,18283
28/10/19,08-09,18586
28/10/19,09-10,18352
28/10/19,10-11,18028
28/10/19,11-12,17613
28/10/19,12-13,17156
28/10/19,13-14,17168
28/10/19,14-15,16977
28/10/19,15-16,17128
28/10/19,16-17,17595
28/10/19,17-18,17901
28/10/19,18-19,17894
28/10/19,19-20,17687
28/10/19,20-21,17456
28/10/19,21-22,17109
28/10/19,22-23,16443
28/10/19,23-00,15896
29/10/19,00-01,15297
29/10/19,01-02,14908
29/10/19,02-03,14715
29/10/19,03-04,15014
29/10/19,04-05,15326
29/10/19,05-06,16113
29/10/19,06-07,17543
29/10/19,07-08,18929
29/10/19,08-09,18909
29/10/19,09-10,18575
29/10/19,10-11,18298
29/10/19,11-12,17776
29/10/19,12-13,17430
29/10/19,13-14,17293
29/10/19,14-15,17316
29/10/19,15-16,17516
29/10/19,16-17,17923
29/10/19,17-18,18699
29/10/19,18-19,18665
29/10/19,19-20,18396
29/10/19,20-21,18233
29/10/19,21-22,17821
29/10/19,22-23,17156
29/10/19,23-00,16514
30/10/19,00-01,15833
30/10/19,01-02,15682
30/10/19,02-03,15528
30/10/19,03-04,15709
30/10/19,04-05,15866
30/10/19,05-06,16412
30/10/19,06-07,17671
30/10/19,07-08,19404
30/10/19,08-09,19633
30/10/19,09-10,19401
30/10/19,10-11,18777
30/10/19,11-12,18298
30/10/19,12-13,18036
30/10/19,13-14,18030
30/10/19,14-15,17884
30/10/19,15-16,17870
30/10/19,16-17,18569
30/10/19,17-18,18767
30/10/19,18-19,18377
30/10/19,19-20,18130
30/10/19,20-21,17715
30/10/19,21-22,17311
30/10/19,22-23,16493
30/10/19,23-00,15940
31/10/19,00-01,15119
31/10/19,01-02,14644
31/10/19,02-03,14786
31/10/19,03-04,14855
31/10/19,04-05,14922
31/10/19,05-06,15371
31/10/19,06-07,16787
31/10/19,07-08,18385
31/10/19,08-09,18559
31/10/19,09-10,18367
31/10/19,10-11,17978
31/10/19,11-12,17632
31/10/19,12-13,17252
31/10/19,13-14,17112
31/10/19,14-15,17334
31/10/19,15-16,17621
31/10/19,16-17,17961
31/10/19,17-18,18028
31/10/19,18-19,17845
31/10/19,19-20,17708
31/10/19,20-21,17578
31/10/19,21-22,17250
31/10/19,22-23,16662
31/10/19,23-00,15975
01/11/19,00-01,15334
01/11/19,01-02,14824
01/11/19,02-03,14760
01/11/19,03-04,14843
01/11/19,04-05,15139
01/11/19,05-06,15737
01/11/19,06-07,17160
01/11/19,07-08,18533
01/11/19,08-09,18811
01/11/19,09-10,18651
01/11/19,10-11,18467
01/11/19,11-12,18120
01/11/19,12-13,17863
01/11/19,13-14,17665
01/11/19,14-15,17764
01/11/19,15-16,18043
01/11/19,16-17,18241
01/11/19,17-18,18401
01/11/19,18-19,18287
01/11/19,19-20,17985
01/11/19,20-21,17479
01/11/19,21-22,16965
01/11/19,22-23,16364
01/11/19,23-00,15769
02/11/19,00-01,15383
02/11/19,01-02,15142
02/11/19,02-03,15093
02/11/19,03-04,14939
02/11/19,04-05,14961
02/11/19,05-06,15041
02/11/19,06-07,15323
02/11/19,07-08,15915
02/11/19,08-09,16510
02/11/19,09-10,17093
02/11/19,10-11,17434
02/11/19,11-12,17265
02/11/19,12-13,17074
02/11/19,13-14,16954
02/11/19,14-15,16823
02/11/19,15-16,17038
02/11/19,16-17,17500
02/11/19,17-18,17918
02/11/19,18-19,17782
02/11/19,19-20,17596
02/11/19,20-21,17201
02/11/19,21-22,16911
02/11/19,22-23,16504
02/11/19,23-00,16077
03/11/19,00-01,15606
03/11/19,01-02,15374
03/11/19,02-03,15157
03/11/19,03-04,15197
03/11/19,04-05,15169
03/11/19,05-06,15209
03/11/19,06-07,15349
03/11/19,07-08,15909
03/11/19,08-09,16511
03/11/19,09-10,17007
03/11/19,10-11,17294
03/11/19,11-12,17395
03/11/19,12-13,17250
03/11/19,13-14,17304
03/11/19,14-15,17349
03/11/19,15-16,17628
03/11/19,16-17,17843
03/11/19,17-18,18077
03/11/19,18-19,18090
03/11/19,19-20,17809
03/11/19,20-21,17781
03/11/19,21-22,17490
03/11/19,22-23,17032
03/11/19,23-00,16431
04/11/19,00-01,15934
04/11/19,01-02,15776
04/11/19,02-03,15724
04/11/19,03-04,15711
04/11/19,04-05,15899
04/11/19,05-06,16287
04/11/19,06-07,17919
04/11/19,07-08,19262
04/11/19,08-09,19360
04/11/19,09-10,19343
04/11/19,10-11,19327
04/11/19,11-12,18965
04/11/19,12-13,18743
04/11/19,13-14,18592
04/11/19,14-15,18551
04/11/19,15-16,18705
04/11/19,16-17,19156
04/11/19,17-18,19262
04/11/19,18-19,19190
04/11/19,19-20,19135
04/11/19,20-21,18780
04/11/19,21-22,18444
04/11/19,22-23,17947
04/11/19,23-00,17196
05/11/19,00-01,16881
05/11/19,01-02,16581
05/11/19,02-03,16475
05/11/19,03-04,16372
05/11/19,04-05,16594
05/11/19,05-06,17074
05/11/19,06-07,18580
05/11/19,07-08,20143
05/11/19,08-09,20316
05/11/19,09-10,20090
05/11/19,10-11,19904
05/11/19,11-12,19638
05/11/19,12-13,19395
05/11/19,13-14,19264
05/11/19,14-15,19294
05/11/19,15-16,19672
05/11/19,16-17,20217
05/11/19,17-18,20431
05/11/19,18-19,20277
05/11/19,19-20,20021
05/11/19,20-21,19899
05/11/19,21-22,19309
05/11/19,22-23,18663
05/11/19,23-00,17842
06/11/19,00-01,17287
06/11/19,01-02,16905
06/11/19,02-03,16838
06/11/19,03-04,16828
06/11/19,04-05,16930
06/11/19,05-06,17595
06/11/19,06-07,19134
06/11/19,07-08,20436
06/11/19,08-09,20770
06/11/19,09-10,20756
06/11/19,10-11,20578
06/11/19,11-12,20364
06/11/19,12-13,20723
06/11/19,13-14,20273
06/11/19,14-15,20205
06/11/19,15-16,19944
06/11/19,16-17,20250
06/11/19,17-18,20514
06/11/19,18-19,20209
06/11/19,19-20,20171
06/11/19,20-21,19868
06/11/19,21-22,19482
06/11/19,22-23,18632
06/11/19,23-00,17999
07/11/19,00-01,17551
07/11/19,01-02,17103
07/11/19,02-03,16920
07/11/19,03-04,17010
07/11/19,04-05,17285
07/11/19,05-06,17784
07/11/19,06-07,19280
07/11/19,07-08,20767
07/11/19,08-09,20952
07/11/19,09-10,20752
07/11/19,10-11,20607
07/11/19,11-12,20356
07/11/19,12-13,20049
07/11/19,13-14,20160
07/11/19,14-15,20044
07/11/19,15-16,20218
07/11/19,16-17,20664
07/11/19,17-18,20739
07/11/19,18-19,20585
07/11/19,19-20,20347
07/11/19,20-21,19938
07/11/19,21-22,19610
07/11/19,22-23,19030
07/11/19,23-00,18217
08/11/19,00-01,17652
08/11/19,01-02,17308
08/11/19,02-03,17124
08/11/19,03-04,17092
08/11/19,04-05,17266
08/11/19,05-06,17833
08/11/19,06-07,19245
08/11/19,07-08,20869
08/11/19,08-09,21197
08/11/19,09-10,21165
08/11/19,10-11,21005
08/11/19,11-12,20992
08/11/19,12-13,20664
08/11/19,13-14,20600
08/11/19,14-15,20492
08/11/19,15-16,20881
08/11/19,16-17,20612
08/11/19,17-18,20885
08/11/19,18-19,20695
08/11/19,19-20,20307
08/11/19,20-21,19905
08/11/19,21-22,19307
08/11/19,22-23,18711
08/11/19,23-00,18168
09/11/19,00-01,17664
09/11/19,01-02,17237
09/11/19,02-03,17071
09/11/19,03-04,17061
09/11/19,04-05,17084
09/11/19,05-06,17199
09/11/19,06-07,17577
09/11/19,07-08,18170
09/11/19,08-09,18646
09/11/19,09-10,19357
09/11/19,10-11,19730
09/11/19,11-12,19629
09/11/19,12-13,19288
09/11/19,13-14,19108
09/11/19,14-15,19162
09/11/19,15-16,19435
09/11/19,16-17,19747
09/11/19,17-18,20007
09/11/19,18-19,20024
09/11/19,19-20,19576
09/11/19,20-21,19117
09/11/19,21-22,18485
09/11/19,22-23,18064
09/11/19,23-00,17745
10/11/19,00-01,17282
10/11/19,01-02,16928
10/11/19,02-03,16759
10/11/19,03-04,16749
10/11/19,04-05,16901
10/11/19,05-06,17066
10/11/19,06-07,17322
10/11/19,07-08,17763
10/11/19,08-09,18123
10/11/19,09-10,18566
10/11/19,10-11,18985
10/11/19,11-12,19140
10/11/19,12-13,19051
10/11/19,13-14,18891
10/11/19,14-15,18844
10/11/19,15-16,19242
10/11/19,16-17,19526
10/11/19,17-18,19686
10/11/19,18-19,19511
10/11/19,19-20,19372
10/11/19,20-21,19360
10/11/19,21-22,19041
10/11/19,22-23,18619
10/11/19,23-00,17978
11/11/19,00-01,17430
11/11/19,01-02,17324
11/11/19,02-03,17199
11/11/19,03-04,17336
11/11/19,04-05,17492
11/11/19,05-06,18050
11/11/19,06-07,19708
11/11/19,07-08,21368
11/11/19,08-09,21491
11/11/19,09-10,21608
11/11/19,10-11,21326
11/11/19,11-12,21059
11/11/19,12-13,20856
11/11/19,13-14,20909
11/11/19,14-15,20947
11/11/19,15-16,21098
11/11/19,16-17,21559
11/11/19,17-18,21459
11/11/19,18-19,21004
11/11/19,19-20,20888
11/11/19,20-21,20342
11/11/19,21-22,19740
11/11/19,22-23,19129
11/11/19,23-00,18293
12/11/19,00-01,17609
12/11/19,01-02,17098
12/11/19,02-03,17079
12/11/19,03-04,17105
12/11/19,04-05,17165
12/11/19,05-06,17609
12/11/19,06-07,18920
12/11/19,07-08,20400
12/11/19,08-09,20586
12/11/19,09-10,20342
12/11/19,10-11,20419
12/11/19,11-12,20064
12/11/19,12-13,19939
12/11/19,13-14,19930
12/11/19,14-15,20002
12/11/19,15-16,20313
12/11/19,16-17,20654
12/11/19,17-18,20567
12/11/19,18-19,20016
12/11/19,19-20,19502
12/11/19,20-21,19146
12/11/19,21-22,18676
12/11/19,22-23,17894
12/11/19,23-00,17336
13/11/19,00-01,16752
13/11/19,01-02,16385
13/11/19,02-03,15982
13/11/19,03-04,16069
13/11/19,04-05,16217
13/11/19,05-06,16759
13/11/19,06-07,18460
13/11/19,07-08,19874
13/11/19,08-09,19509
13/11/19,09-10,19450
13/11/19,10-11,19342
13/11/19,11-12,19152
13/11/19,12-13,19156
13/11/19,13-14,19024
13/11/19,14-15,19099
13/11/19,15-16,19276
13/11/19,16-17,19637
13/11/19,17-18,19702
13/11/19,18-19,19314
13/11/19,19-20,19006
13/11/19,20-21,18808
13/11/19,21-22,18386
13/11/19,22-23,17688
13/11/19,23-00,16846
14/11/19,00-01,16293
14/11/19,01-02,16025
14/11/19,02-03,15888
14/11/19,03-04,15841
14/11/19,04-05,15958
14/11/19,05-06,16524
14/11/19,06-07,18066
14/11/19,07-08,19596
14/11/19,08-09,19791
14/11/19,09-10,19715
14/11/19,10-11,19664
14/11/19,11-12,19601
14/11/19,12-13,19315
14/11/19,13-14,19294
14/11/19,14-15,19331
14/11/19,15-16,19589
14/11/19,16-17,19930
14/11/19,17-18,19951
14/11/19,18-19,19459
14/11/19,19-20,19186
14/11/19,20-21,18997
14/11/19,21-22,18558
14/11/19,22-23,17803
14/11/19,23-00,17075
15/11/19,00-01,16552
15/11/19,01-02,16211
15/11/19,02-03,16017
15/11/19,03-04,16039
15/11/19,04-05,16157
15/11/19,05-06,16538
15/11/19,06-07,17936
15/11/19,07-08,19404
15/11/19,08-09,19648
15/11/19,09-10,19616
15/11/19,10-11,19617
15/11/19,11-12,19220
15/11/19,12-13,19349
15/11/19,13-14,19185
15/11/19,14-15,19191
15/11/19,15-16,19235
15/11/19,16-17,19466
15/11/19,17-18,19423
15/11/19,18-19,19201
15/11/19,19-20,18860
15/11/19,20-21,18444
15/11/19,21-22,17960
15/11/19,22-23,17488
15/11/19,23-00,17069
16/11/19,00-01,16593
