Date,Hours,NO
14/02/17,19-20,20321
14/02/17,20-21,20095
14/02/17,21-22,19791
14/02/17,22-23,19135
14/02/17,23-00,18382
15/02/17,00-01,17709
15/02/17,01-02,17509
15/02/17,02-03,17407
15/02/17,03-04,17450
15/02/17,04-05,17482
15/02/17,05-06,17843
15/02/17,06-07,19433
15/02/17,07-08,21001
15/02/17,08-09,21375
15/02/17,09-10,21257
15/02/17,10-11,21029
15/02/17,11-12,20860
15/02/17,12-13,20601
15/02/17,13-14,20353
15/02/17,14-15,20243
15/02/17,15-16,20238
15/02/17,16-17,20393
15/02/17,17-18,20797
15/02/17,18-19,20632
15/02/17,19-20,20292
15/02/17,20-21,19901
15/02/17,21-22,19475
15/02/17,22-23,18835
15/02/17,23-00,17857
16/02/17,00-01,17316
16/02/17,01-02,17003
16/02/17,02-03,16787
16/02/17,03-04,16840
16/02/17,04-05,16983
16/02/17,05-06,17441
16/02/17,06-07,18768
16/02/17,07-08,20448
16/02/17,08-09,20611
16/02/17,09-10,20505
16/02/17,10-11,20560
16/02/17,11-12,20072
16/02/17,12-13,20025
16/02/17,13-14,20061
16/02/17,14-15,20028
16/02/17,15-16,19854
16/02/17,16-17,19952
16/02/17,17-18,20156
16/02/17,18-19,20061
16/02/17,19-20,19678
16/02/17,20-21,19330
16/02/17,21-22,18819
16/02/17,22-23,18178
16/02/17,23-00,17324
17/02/17,00-01,16605
17/02/17,01-02,16312
17/02/17,02-03,16180
17/02/17,03-04,16166
17/02/17,04-05,16354
17/02/17,05-06,16873
17/02/17,06-07,18339
17/02/17,07-08,19888
17/02/17,08-09,20364
17/02/17,09-10,20374
17/02/17,10-11,20059
17/02/17,11-12,19502
17/02/17,12-13,19286
17/02/17,13-14,18861
17/02/17,14-15,18569
17/02/17,15-16,18451
17/02/17,16-17,18760
17/02/17,17-18,19202
17/02/17,18-19,19485
17/02/17,19-20,19160
17/02/17,20-21,18700
17/02/17,21-22,18247
17/02/17,22-23,17749
17/02/17,23-00,17267
18/02/17,00-01,16852
18/02/17,01-02,16534
18/02/17,02-03,16393
18/02/17,03-04,16402
18/02/17,04-05,16417
18/02/17,05-06,16574
18/02/17,06-07,16877
18/02/17,07-08,17465
18/02/17,08-09,18134
18/02/17,09-10,18802
18/02/17,10-11,19178
18/02/17,11-12,19115
18/02/17,12-13,18871
18/02/17,13-14,18831
18/02/17,14-15,18787
18/02/17,15-16,18543
18/02/17,16-17,18708
18/02/17,17-18,19169
18/02/17,18-19,19128
18/02/17,19-20,18656
18/02/17,20-21,18215
18/02/17,21-22,17773
18/02/17,22-23,17046
18/02/17,23-00,16555
19/02/17,00-01,16114
19/02/17,01-02,15845
19/02/17,02-03,15707
19/02/17,03-04,15495
19/02/17,04-05,15438
19/02/17,05-06,15667
19/02/17,06-07,15783
19/02/17,07-08,15952
19/02/17,08-09,16477
19/02/17,09-10,17085
19/02/17,10-11,17370
19/02/17,11-12,17472
19/02/17,12-13,17321
19/02/17,13-14,17001
19/02/17,14-15,16933
19/02/17,15-16,17140
19/02/17,16-17,17369
19/02/17,17-18,17845
19/02/17,18-19,17984
19/02/17,19-20,17862
19/02/17,20-21,17618
19/02/17,21-22,17256
19/02/17,22-23,16717
19/02/17,23-00,16031
20/02/17,00-01,15494
20/02/17,01-02,15196
20/02/17,02-03,15194
20/02/17,03-04,15231
20/02/17,04-05,15350
20/02/17,05-06,15998
20/02/17,06-07,17360
20/02/17,07-08,18766
20/02/17,08-09,19016
20/02/17,09-10,18981
20/02/17,10-11,19067
20/02/17,11-12,18815
20/02/17,12-13,18787
20/02/17,13-14,18664
20/02/17,14-15,18493
20/02/17,15-16,18280
20/02/17,16-17,18375
20/02/17,17-18,18674
20/02/17,18-19,18750
20/02/17,19-20,18506
20/02/17,20-21,18218
20/02/17,21-22,17850
20/02/17,22-23,17102
20/02/17,23-00,16483
21/02/17,00-01,16074
21/02/17,01-02,15774
21/02/17,02-03,15633
21/02/17,03-04,15531
21/02/17,04-05,15834
21/02/17,05-06,16521
21/02/17,06-07,17700
21/02/17,07-08,18978
21/02/17,08-09,19290
21/02/17,09-10,19267
21/02/17,10-11,19107
21/02/17,11-12,18721
21/02/17,12-13,18620
21/02/17,13-14,18399
21/02/17,14-15,18304
21/02/17,15-16,18303
21/02/17,16-17,18528
21/02/17,17-18,18982
21/02/17,18-19,19241
21/02/17,19-20,19117
21/02/17,20-21,18889
21/02/17,21-22,18446
21/02/17,22-23,17788
21/02/17,23-00,17055
22/02/17,00-01,16451
22/02/17,01-02,16186
22/02/17,02-03,16055
22/02/17,03-04,16125
22/02/17,04-05,16250
22/02/17,05-06,16663
22/02/17,06-07,17973
22/02/17,07-08,19377
22/02/17,08-09,19621
22/02/17,09-10,19530
22/02/17,10-11,19359
22/02/17,11-12,19063
22/02/17,12-13,18915
22/02/17,13-14,18672
22/02/17,14-15,18799
22/02/17,15-16,18828
22/02/17,16-17,18718
22/02/17,17-18,18916
22/02/17,18-19,19247
22/02/17,19-20,19307
22/02/17,20-21,18996
22/02/17,21-22,18640
22/02/17,22-23,17974
22/02/17,23-00,17229
23/02/17,00-01,16775
23/02/17,01-02,16446
23/02/17,02-03,16450
23/02/17,03-04,16466
23/02/17,04-05,16707
23/02/17,05-06,17236
23/02/17,06-07,18432
23/02/17,07-08,20030
23/02/17,08-09,20431
23/02/17,09-10,20515
23/02/17,10-11,20036
23/02/17,11-12,19598
23/02/17,12-13,19249
23/02/17,13-14,19024
23/02/17,14-15,18939
23/02/17,15-16,19062
23/02/17,16-17,19025
23/02/17,17-18,19435
23/02/17,18-19,20076
23/02/17,19-20,19665
23/02/17,20-21,19368
23/02/17,21-22,19227
23/02/17,22-23,18539
23/02/17,23-00,17901
24/02/17,00-01,17417
24/02/17,01-02,16981
24/02/17,02-03,17026
24/02/17,03-04,17123
24/02/17,04-05,17287
24/02/17,05-06,17877
24/02/17,06-07,19244
24/02/17,07-08,20844
24/02/17,08-09,21268
24/02/17,09-10,21009
24/02/17,10-11,20641
24/02/17,11-12,20086
24/02/17,12-13,19659
24/02/17,13-14,19277
24/02/17,14-15,19019
24/02/17,15-16,18750
24/02/17,16-17,18690
24/02/17,17-18,19115
24/02/17,18-19,19702
24/02/17,19-20,19612
24/02/17,20-21,19107
24/02/17,21-22,18741
24/02/17,22-23,18195
24/02/17,23-00,17683
25/02/17,00-01,17089
25/02/17,01-02,16995
25/02/17,02-03,16816
25/02/17,03-04,16832
25/02/17,04-05,16901
25/02/17,05-06,17001
25/02/17,06-07,17523
25/02/17,07-08,18079
25/02/17,08-09,18838
25/02/17,09-10,19452
25/02/17,10-11,19471
25/02/17,11-12,19362
25/02/17,12-13,19099
25/02/17,13-14,18865
25/02/17,14-15,18703
25/02/17,15-16,18942
25/02/17,16-17,19060
25/02/17,17-18,19330
25/02/17,18-19,19575
25/02/17,19-20,19238
25/02/17,20-21,18547
25/02/17,21-22,18062
25/02/17,22-23,17669
25/02/17,23-00,17027
26/02/17,00-01,16740
26/02/17,01-02,16474
26/02/17,02-03,16133
26/02/17,03-04,16068
26/02/17,04-05,16223
26/02/17,05-06,16345
26/02/17,06-07,16619
26/02/17,07-08,16844
26/02/17,08-09,17278
26/02/17,09-10,17667
26/02/17,10-11,17855
26/02/17,11-12,17568
26/02/17,12-13,17341
26/02/17,13-14,17124
26/02/17,14-15,17124
26/02/17,15-16,17181
26/02/17,16-17,17403
26/02/17,17-18,17920
26/02/17,18-19,18489
26/02/17,19-20,18355
26/02/17,20-21,18184
26/02/17,21-22,17888
26/02/17,22-23,17440
26/02/17,23-00,16872
27/02/17,00-01,16393
27/02/17,01-02,16088
27/02/17,02-03,15934
27/02/17,03-04,15900
27/02/17,04-05,16003
27/02/17,05-06,16455
27/02/17,06-07,17986
27/02/17,07-08,19699
27/02/17,08-09,19735
27/02/17,09-10,19242
27/02/17,10-11,19334
27/02/17,11-12,18786
27/02/17,12-13,18662
27/02/17,13-14,18494
27/02/17,14-15,18421
27/02/17,15-16,18332
27/02/17,16-17,18508
27/02/17,17-18,18848
27/02/17,18-19,19077
27/02/17,19-20,18852
27/02/17,20-21,18603
27/02/17,21-22,18085
27/02/17,22-23,17455
27/02/17,23-00,16673
28/02/17,00-01,16118
28/02/17,01-02,15695
28/02/17,02-03,15564
28/02/17,03-04,15646
28/02/17,04-05,15648
28/02/17,05-06,16102
28/02/17,06-07,17421
28/02/17,07-08,18945
28/02/17,08-09,19107
28/02/17,09-10,19084
28/02/17,10-11,19013
28/02/17,11-12,18790
28/02/17,12-13,18665
28/02/17,13-14,18736
28/02/17,14-15,18816
28/02/17,15-16,18748
28/02/17,16-17,18636
28/02/17,17-18,18781
28/02/17,18-19,19075
28/02/17,19-20,18848
28/02/17,20-21,18538
28/02/17,21-22,18233
28/02/17,22-23,17659
28/02/17,23-00,16830
01/03/17,00-01,16318
01/03/17,01-02,15966
01/03/17,02-03,15878
01/03/17,03-04,15899
01/03/17,04-05,15981
01/03/17,05-06,16279
01/03/17,06-07,17855
01/03/17,07-08,19237
01/03/17,08-09,19525
01/03/17,09-10,19432
01/03/17,10-11,19177
01/03/17,11-12,18820
01/03/17,12-13,18633
01/03/17,13-14,18385
01/03/17,14-15,18377
01/03/17,15-16,18291
01/03/17,16-17,18393
01/03/17,17-18,18663
01/03/17,18-19,19204
01/03/17,19-20,19239
01/03/17,20-21,18940
01/03/17,21-22,18486
01/03/17,22-23,17792
01/03/17,23-00,17004
02/03/17,00-01,16596
02/03/17,01-02,16285
02/03/17,02-03,16128
02/03/17,03-04,16229
02/03/17,04-05,16449
02/03/17,05-06,17031
02/03/17,06-07,18585
02/03/17,07-08,20019
02/03/17,08-09,20438
02/03/17,09-10,20111
02/03/17,10-11,19969
02/03/17,11-12,19589
02/03/17,12-13,19240
02/03/17,13-14,19024
02/03/17,14-15,18910
02/03/17,15-16,18931
02/03/17,16-17,19009
02/03/17,17-18,19453
02/03/17,18-19,19621
02/03/17,19-20,19415
02/03/17,20-21,19255
02/03/17,21-22,18732
02/03/17,22-23,18138
02/03/17,23-00,17315
03/03/17,00-01,16757
03/03/17,01-02,16432
03/03/17,02-03,16378
03/03/17,03-04,16444
03/03/17,04-05,16553
03/03/17,05-06,17079
03/03/17,06-07,18380
03/03/17,07-08,19731
03/03/17,08-09,20244
03/03/17,09-10,20064
03/03/17,10-11,19768
03/03/17,11-12,19576
03/03/17,12-13,19203
03/03/17,13-14,18970
03/03/17,14-15,18874
03/03/17,15-16,18786
03/03/17,16-17,18675
03/03/17,17-18,18999
03/03/17,18-19,19371
03/03/17,19-20,19101
03/03/17,20-21,18583
03/03/17,21-22,18189
03/03/17,22-23,17851
03/03/17,23-00,17347
04/03/17,00-01,16868
04/03/17,01-02,16411
04/03/17,02-03,16242
04/03/17,03-04,16278
04/03/17,04-05,16243
04/03/17,05-06,16511
04/03/17,06-07,16855
04/03/17,07-08,17208
04/03/17,08-09,18045
04/03/17,09-10,18589
04/03/17,10-11,18768
04/03/17,11-12,18540
04/03/17,12-13,18224
04/03/17,13-14,18011
04/03/17,14-15,17732
04/03/17,15-16,17801
04/03/17,16-17,17963
04/03/17,17-18,18230
04/03/17,18-19,18668
04/03/17,19-20,18607
04/03/17,20-21,18208
04/03/17,21-22,17864
04/03/17,22-23,17520
04/03/17,23-00,17189
05/03/17,00-01,16778
05/03/17,01-02,16481
05/03/17,02-03,16263
05/03/17,03-04,16187
05/03/17,04-05,16238
05/03/17,05-06,16542
05/03/17,06-07,16887
05/03/17,07-08,17128
05/03/17,08-09,17709
05/03/17,09-10,18165
05/03/17,10-11,18412
05/03/17,11-12,18377
05/03/17,12-13,18337
05/03/17,13-14,18275
05/03/17,14-15,18002
05/03/17,15-16,17862
05/03/17,16-17,18088
05/03/17,17-18,18401
05/03/17,18-19,19177
05/03/17,19-20,19270
05/03/17,20-21,18970
05/03/17,21-22,18789
05/03/17,22-23,18264
05/03/17,23-00,17515
06/03/17,00-01,17060
06/03/17,01-02,16924
06/03/17,02-03,16828
06/03/17,03-04,16880
06/03/17,04-05,17088
06/03/17,05-06,17611
06/03/17,06-07,19275
06/03/17,07-08,20983
06/03/17,08-09,21328
06/03/17,09-10,21040
06/03/17,10-11,20527
06/03/17,11-12,20145
06/03/17,12-13,19931
06/03/17,13-14,19680
06/03/17,14-15,19516
06/03/17,15-16,19393
06/03/17,16-17,19477
06/03/17,17-18,19821
06/03/17,18-19,20266
06/03/17,19-20,20386
06/03/17,20-21,20122
06/03/17,21-22,19716
06/03/17,22-23,19108
06/03/17,23-00,18317
07/03/17,00-01,17777
07/03/17,01-02,17493
07/03/17,02-03,17454
07/03/17,03-04,17528
07/03/17,04-05,17795
07/03/17,05-06,18563
07/03/17,06-07,20035
07/03/17,07-08,21651
07/03/17,08-09,21884
07/03/17,09-10,21487
07/03/17,10-11,21093
07/03/17,11-12,20299
07/03/17,12-13,20088
07/03/17,13-14,19701
07/03/17,14-15,19565
07/03/17,15-16,19574
07/03/17,16-17,19558
07/03/17,17-18,19731
07/03/17,18-19,20276
07/03/17,19-20,20430
07/03/17,20-21,20247
07/03/17,21-22,19963
07/03/17,22-23,19306
07/03/17,23-00,18546
08/03/17,00-01,17924
08/03/17,01-02,17545
08/03/17,02-03,17462
08/03/17,03-04,17403
08/03/17,04-05,17515
08/03/17,05-06,18164
08/03/17,06-07,19731
08/03/17,07-08,21279
08/03/17,08-09,21562
08/03/17,09-10,21239
08/03/17,10-11,20773
08/03/17,11-12,20340
08/03/17,12-13,19890
08/03/17,13-14,19876
08/03/17,14-15,19742
08/03/17,15-16,19842
08/03/17,16-17,19897
08/03/17,17-18,20126
08/03/17,18-19,20437
08/03/17,19-20,20410
08/03/17,20-21,20215
08/03/17,21-22,19776
08/03/17,22-23,18984
08/03/17,23-00,18041
09/03/17,00-01,17629
09/03/17,01-02,17127
09/03/17,02-03,17039
09/03/17,03-04,16933
09/03/17,04-05,16959
09/03/17,05-06,17331
09/03/17,06-07,18763
09/03/17,07-08,20172
09/03/17,08-09,20501
09/03/17,09-10,20313
09/03/17,10-11,19945
09/03/17,11-12,19541
09/03/17,12-13,19236
09/03/17,13-14,19110
09/03/17,14-15,18952
09/03/17,15-16,18889
09/03/17,16-17,18901
09/03/17,17-18,18859
09/03/17,18-19,19184
09/03/17,19-20,19227
09/03/17,20-21,18976
09/03/17,21-22,18660
09/03/17,22-23,17919
09/03/17,23-00,17242
10/03/17,00-01,16819
10/03/17,01-02,16457
10/03/17,02-03,16445
10/03/17,03-04,16428
10/03/17,04-05,16533
10/03/17,05-06,17200
10/03/17,06-07,18327
10/03/17,07-08,19737
10/03/17,08-09,19986
10/03/17,09-10,19442
10/03/17,10-11,19077
10/03/17,11-12,18568
10/03/17,12-13,18102
10/03/17,13-14,17812
10/03/17,14-15,17465
10/03/17,15-16,17407
10/03/17,16-17,17387
10/03/17,17-18,17703
10/03/17,18-19,18324
10/03/17,19-20,18433
10/03/17,20-21,17970
10/03/17,21-22,17488
10/03/17,22-23,17076
10/03/17,23-00,16630
11/03/17,00-01,16136
11/03/17,01-02,15857
11/03/17,02-03,15741
11/03/17,03-04,15806
11/03/17,04-05,15935
11/03/17,05-06,16170
11/03/17,06-07,16522
11/03/17,07-08,17048
11/03/17,08-09,17638
11/03/17,09-10,17950
11/03/17,10-11,17818
11/03/17,11-12,17365
11/03/17,12-13,17150
11/03/17,13-14,16834
11/03/17,14-15,16819
11/03/17,15-16,16839
11/03/17,16-17,17087
11/03/17,17-18,17608
11/03/17,18-19,17990
11/03/17,19-20,17908
11/03/17,20-21,17352
11/03/17,21-22,16969
11/03/17,22-23,16309
11/03/17,23-00,15919
12/03/17,00-01,15871
12/03/17,01-02,15524
12/03/17,02-03,15225
12/03/17,03-04,14944
12/03/17,04-05,15127
12/03/17,05-06,15298
12/03/17,06-07,15562
12/03/17,07-08,15915
12/03/17,08-09,16248
12/03/17,09-10,16818
12/03/17,10-11,17102
12/03/17,11-12,17115
12/03/17,12-13,17007
12/03/17,13-14,16834
12/03/17,14-15,16908
12/03/17,15-16,16939
12/03/17,16-17,16995
12/03/17,17-18,16963
12/03/17,18-19,17425
12/03/17,19-20,17604
12/03/17,20-21,17444
12/03/17,21-22,17201
12/03/17,22-23,16674
12/03/17,23-00,15986
13/03/17,00-01,15475
13/03/17,01-02,15355
13/03/17,02-03,15264
13/03/17,03-04,15304
13/03/17,04-05,15451
13/03/17,05-06,15981
13/03/17,06-07,17694
13/03/17,07-08,19008
13/03/17,08-09,19377
13/03/17,09-10,19190
13/03/17,10-11,19001
13/03/17,11-12,18907
13/03/17,12-13,18891
13/03/17,13-14,18906
13/03/17,14-15,18889
13/03/17,15-16,18829
13/03/17,16-17,18843
13/03/17,17-18,18857
13/03/17,18-19,18850
13/03/17,19-20,18626
13/03/17,20-21,18237
13/03/17,21-22,17902
13/03/17,22-23,17132
13/03/17,23-00,16303
14/03/17,00-01,15739
14/03/17,01-02,15450
14/03/17,02-03,15244
14/03/17,03-04,15285
14/03/17,04-05,15359
14/03/17,05-06,15832
14/03/17,06-07,17047
14/03/17,07-08,18606
14/03/17,08-09,18912
14/03/17,09-10,18643
14/03/17,10-11,18504
14/03/17,11-12,18221
14/03/17,12-13,17926
14/03/17,13-14,17722
14/03/17,14-15,17512
14/03/17,15-16,17254
14/03/17,16-17,17182
14/03/17,17-18,17418
14/03/17,18-19,17766
14/03/17,19-20,17993
14/03/17,20-21,17965
14/03/17,21-22,17559
14/03/17,22-23,16797
14/03/17,23-00,15811
15/03/17,00-01,15461
15/03/17,01-02,15165
15/03/17,02-03,15028
15/03/17,03-04,14971
15/03/17,04-05,15063
15/03/17,05-06,15540
15/03/17,06-07,16844
15/03/17,07-08,18182
15/03/17,08-09,18251
15/03/17,09-10,17971
15/03/17,10-11,17650
15/03/17,11-12,17307
15/03/17,12-13,17232
15/03/17,13-14,17078
15/03/17,14-15,17177
15/03/17,15-16,17063
15/03/17,16-17,17080
15/03/17,17-18,17221
15/03/17,18-19,17533
15/03/17,19-20,17795
15/03/17,20-21,17609
15/03/17,21-22,17294
15/03/17,22-23,16826
15/03/17,23-00,15987
16/03/17,00-01,15446
16/03/17,01-02,15189
16/03/17,02-03,15121
16/03/17,03-04,15181
16/03/17,04-05,15287
16/03/17,05-06,15683
16/03/17,06-07,17145
16/03/17,07-08,18679
16/03/17,08-09,18968
16/03/17,09-10,18626
16/03/17,10-11,18420
16/03/17,11-12,17911
16/03/17,12-13,17647
16/03/17,13-14,17577
16/03/17,14-15,17477
16/03/17,15-16,17658
16/03/17,16-17,17694
16/03/17,17-18,17735
16/03/17,18-19,17741
16/03/17,19-20,17834
16/03/17,20-21,17565
16/03/17,21-22,17288
16/03/17,22-23,16646
16/03/17,23-00,15914
17/03/17,00-01,15450
17/03/17,01-02,15018
17/03/17,02-03,15003
17/03/17,03-04,15149
17/03/17,04-05,15324
17/03/17,05-06,15995
17/03/17,06-07,17299
17/03/17,07-08,18666
17/03/17,08-09,18855
17/03/17,09-10,18565
17/03/17,10-11,18256
17/03/17,11-12,17637
17/03/17,12-13,17330
17/03/17,13-14,17181
17/03/17,14-15,17233
17/03/17,15-16,17118
17/03/17,16-17,17082
17/03/17,17-18,17141
17/03/17,18-19,17486
17/03/17,19-20,17672
17/03/17,20-21,17342
17/03/17,21-22,16993
17/03/17,22-23,16602
17/03/17,23-00,16130
18/03/17,00-01,15613
18/03/17,01-02,15279
18/03/17,02-03,15238
18/03/17,03-04,15293
18/03/17,04-05,15389
18/03/17,05-06,15588
18/03/17,06-07,15877
18/03/17,07-08,16422
18/03/17,08-09,16954
18/03/17,09-10,17290
18/03/17,10-11,17359
18/03/17,11-12,17129
18/03/17,12-13,16744
18/03/17,13-14,16427
18/03/17,14-15,16245
18/03/17,15-16,16162
18/03/17,16-17,16260
18/03/17,17-18,16567
18/03/17,18-19,17103
18/03/17,19-20,17482
18/03/17,20-21,17329
18/03/17,21-22,17172
18/03/17,22-23,16765
18/03/17,23-00,16463
19/03/17,00-01,16072
19/03/17,01-02,15897
19/03/17,02-03,15854
19/03/17,03-04,15808
19/03/17,04-05,15825
19/03/17,05-06,15966
19/03/17,06-07,16065
19/03/17,07-08,16234
19/03/17,08-09,16740
19/03/17,09-10,17079
19/03/17,10-11,17251
19/03/17,11-12,17179
19/03/17,12-13,16929
19/03/17,13-14,16797
19/03/17,14-15,16743
19/03/17,15-16,16813
19/03/17,16-17,16964
19/03/17,17-18,17237
19/03/17,18-19,17550
19/03/17,19-20,17980
19/03/17,20-21,17769
19/03/17,21-22,17547
19/03/17,22-23,17059
19/03/17,23-00,16461
20/03/17,00-01,15902
20/03/17,01-02,15582
20/03/17,02-03,15485
20/03/17,03-04,15541
20/03/17,04-05,15611
20/03/17,05-06,16214
20/03/17,06-07,17501
20/03/17,07-08,18970
20/03/17,08-09,19279
20/03/17,09-10,18942
20/03/17,10-11,18668
20/03/17,11-12,18334
20/03/17,12-13,18191
20/03/17,13-14,18159
20/03/17,14-15,18179
20/03/17,15-16,18166
20/03/17,16-17,18088
20/03/17,17-18,18159
20/03/17,18-19,18058
20/03/17,19-20,18249
20/03/17,20-21,17950
20/03/17,21-22,17538
20/03/17,22-23,16885
20/03/17,23-00,15889
21/03/17,00-01,15369
21/03/17,01-02,15119
21/03/17,02-03,15051
21/03/17,03-04,15038
21/03/17,04-05,15101
21/03/17,05-06,15846
21/03/17,06-07,17189
21/03/17,07-08,18254
21/03/17,08-09,18604
21/03/17,09-10,18182
21/03/17,10-11,17960
21/03/17,11-12,17743
21/03/17,12-13,17710
21/03/17,13-14,17490
21/03/17,14-15,17462
21/03/17,15-16,17488
21/03/17,16-17,17469
21/03/17,17-18,17694
21/03/17,18-19,17788
21/03/17,19-20,18001
21/03/17,20-21,18025
21/03/17,21-22,17525
21/03/17,22-23,16914
21/03/17,23-00,16136
22/03/17,00-01,15682
22/03/17,01-02,15433
22/03/17,02-03,15354
22/03/17,03-04,15536
22/03/17,04-05,15738
22/03/17,05-06,16233
22/03/17,06-07,17379
22/03/17,07-08,18840
22/03/17,08-09,18865
22/03/17,09-10,18366
22/03/17,10-11,17871
22/03/17,11-12,17477
22/03/17,12-13,17226
22/03/17,13-14,17325
22/03/17,14-15,17371
22/03/17,15-16,17250
22/03/17,16-17,17292
22/03/17,17-18,17291
22/03/17,18-19,17641
22/03/17,19-20,18194
22/03/17,20-21,18067
22/03/17,21-22,17734
22/03/17,22-23,17078
22/03/17,23-00,16361
23/03/17,00-01,15909
23/03/17,01-02,15756
23/03/17,02-03,15674
23/03/17,03-04,15664
23/03/17,04-05,15970
23/03/17,05-06,16614
23/03/17,06-07,17899
23/03/17,07-08,19470
23/03/17,08-09,19473
23/03/17,09-10,18879
23/03/17,10-11,18558
23/03/17,11-12,18178
23/03/17,12-13,17872
23/03/17,13-14,17667
23/03/17,14-15,17436
23/03/17,15-16,17498
23/03/17,16-17,17388
23/03/17,17-18,17560
23/03/17,18-19,17937
23/03/17,19-20,18478
23/03/17,20-21,18217
23/03/17,21-22,17860
23/03/17,22-23,17238
23/03/17,23-00,16417
24/03/17,00-01,15937
24/03/17,01-02,15698
24/03/17,02-03,15504
24/03/17,03-04,15488
24/03/17,04-05,15681
24/03/17,05-06,16175
24/03/17,06-07,17539
24/03/17,07-08,19068
24/03/17,08-09,19170
24/03/17,09-10,18692
24/03/17,10-11,18444
24/03/17,11-12,17993
24/03/17,12-13,17741
24/03/17,13-14,17622
24/03/17,14-15,17641
24/03/17,15-16,17746
24/03/17,16-17,17779
24/03/17,17-18,17712
24/03/17,18-19,17999
24/03/17,19-20,18081
24/03/17,20-21,17552
24/03/17,21-22,17058
24/03/17,22-23,16491
24/03/17,23-00,16020
25/03/17,00-01,15515
25/03/17,01-02,15229
25/03/17,02-03,15001
25/03/17,03-04,14975
25/03/17,04-05,14999
25/03/17,05-06,15100
25/03/17,06-07,15277
25/03/17,07-08,15670
25/03/17,08-09,16134
25/03/17,09-10,16471
25/03/17,10-11,16528
25/03/17,11-12,16214
25/03/17,12-13,15929
25/03/17,13-14,15787
25/03/17,14-15,15581
25/03/17,15-16,15586
25/03/17,16-17,15581
25/03/17,17-18,15872
25/03/17,18-19,16404
25/03/17,19-20,16561
25/03/17,20-21,16092
25/03/17,21-22,15660
25/03/17,22-23,15259
25/03/17,23-00,14821
26/03/17,00-01,14340
26/03/17,01-02,14070
26/03/17,02-03,13989
26/03/17,03-04,14058
26/03/17,04-05,14045
26/03/17,05-06,14249
26/03/17,06-07,14365
26/03/17,07-08,14670
26/03/17,08-09,14988
26/03/17,09-10,15185
26/03/17,10-11,15165
26/03/17,11-12,15070
26/03/17,12-13,14888
26/03/17,13-14,14653
26/03/17,14-15,14458
26/03/17,15-16,14432
26/03/17,16-17,14406
26/03/17,17-18,14629
26/03/17,18-19,15007
26/03/17,19-20,15380
26/03/17,20-21,15254
26/03/17,21-22,14882
26/03/17,22-23,14195
26/03/17,23-00,13649
27/03/17,00-01,13228
27/03/17,01-02,13220
27/03/17,02-03,13245
27/03/17,03-04,13678
27/03/17,04-05,14138
27/03/17,05-06,15609
27/03/17,06-07,17260
27/03/17,07-08,17498
27/03/17,08-09,17431
27/03/17,09-10,16876
27/03/17,10-11,16462
27/03/17,11-12,16252
27/03/17,12-13,16126
27/03/17,13-14,15876
27/03/17,14-15,15944
27/03/17,15-16,15696
27/03/17,16-17,15722
27/03/17,17-18,15578
27/03/17,18-19,15764
27/03/17,19-20,16116
27/03/17,20-21,15966
27/03/17,21-22,15377
27/03/17,22-23,14658
27/03/17,23-00,14151
28/03/17,00-01,13835
28/03/17,01-02,13732
28/03/17,02-03,13799
28/03/17,03-04,13989
28/03/17,04-05,14477
28/03/17,05-06,16070
28/03/17,06-07,17456
28/03/17,07-08,17672
28/03/17,08-09,17297
28/03/17,09-10,16982
28/03/17,10-11,16732
28/03/17,11-12,16540
28/03/17,12-13,16431
28/03/17,13-14,16179
28/03/17,14-15,16085
28/03/17,15-16,15917
28/03/17,16-17,15930
28/03/17,17-18,15881
28/03/17,18-19,16115
28/03/17,19-20,16568
28/03/17,20-21,16422
28/03/17,21-22,15860
28/03/17,22-23,14984
28/03/17,23-00,14517
29/03/17,00-01,14257
29/03/17,01-02,14186
29/03/17,02-03,14213
29/03/17,03-04,14408
29/03/17,04-05,14783
29/03/17,05-06,16308
29/03/17,06-07,17820
29/03/17,07-08,18203
29/03/17,08-09,18117
29/03/17,09-10,17920
29/03/17,10-11,17523
29/03/17,11-12,17212
29/03/17,12-13,17081
29/03/17,13-14,16932
29/03/17,14-15,16859
29/03/17,15-16,16730
29/03/17,16-17,16658
29/03/17,17-18,16550
29/03/17,18-19,16710
29/03/17,19-20,17149
29/03/17,20-21,17156
29/03/17,21-22,16671
29/03/17,22-23,15870
29/03/17,23-00,15331
30/03/17,00-01,14834
30/03/17,01-02,14691
30/03/17,02-03,14670
30/03/17,03-04,14801
30/03/17,04-05,15310
30/03/17,05-06,16687
30/03/17,06-07,18090
30/03/17,07-08,18556
30/03/17,08-09,18345
30/03/17,09-10,18264
30/03/17,10-11,18257
30/03/17,11-12,18269
30/03/17,12-13,18117
30/03/17,13-14,18036
30/03/17,14-15,17911
30/03/17,15-16,17762
30/03/17,16-17,17790
30/03/17,17-18,17608
30/03/17,18-19,17512
30/03/17,19-20,17672
30/03/17,20-21,17457
30/03/17,21-22,16716
30/03/17,22-23,15924
30/03/17,23-00,15191
31/03/17,00-01,14866
31/03/17,01-02,14689
31/03/17,02-03,14656
31/03/17,03-04,14763
31/03/17,04-05,15263
31/03/17,05-06,16661
31/03/17,06-07,18035
